Timecode In,Timecode Out,Subtitle
00:07:52:07,00:07:53:23,Aber manches von damals
00:07:54:00,00:07:56:16,steht heute fast wortgleich im Grundgesetz.
00:07:57:09,00:08:00:13,Ein besonderer Schmuck heute neben der Paulskirche:
00:08:00:15,00:08:01:22,Freiheitsbaeume.
00:08:01:24,00:08:04:11,Symbol der Revolution und der Freiheit.
00:08:04:13,00:08:07:09,Zur Erinnerung an 175 Jahre Nationalversammlung
00:08:07:11,00:08:08:24,in Frankfurt am Main.
00:08:09:01,00:08:11:23,Deren Bedeutung ist den Zaungaesten gut bekannt.
00:08:12:00,00:08:15:21,"Das war der Anfang der Demokratie, das war sehr wichtig."
00:08:15:23,00:08:18:06,Die steht fast auf der Kippe.
00:08:19:05,00:08:21:10,"Es ist wichtig, uns daran zu erinnern"
00:08:21:12,00:08:25:05,"und zu versuchen, die Demokratie zu schuetzen."
00:08:26:15,00:08:29:12,Das Grundgesetz hat ja viel uebernommen
00:08:29:14,00:08:33:05,von den Grundrechten der Paulskirchenverfassung.
00:08:33:15,00:08:35:10,Das ist positiv.
00:08:36:09,00:08:39:03,Zum Festakt kommt der Bundespraesident.
00:08:39:05,00:08:40:16,"Er erinnert daran,"
00:08:40:18,00:08:45:24,dass die Demokratie schwer erkaempft war und nicht selbstverstaendlich ist.
00:08:46:01,00:08:48:13,Die Geschichte unserer Demokratie
00:08:48:15,00:08:51:19,ist keine gradlinige Erfolgsgeschichte.
00:08:52:13,00:08:57:10,Ihre Schattenseiten verdraengen wir nicht und duerfen das auch nicht.
00:08:57:12,00:09:02:08,Aber wir erinnern uns auch an gute Zeiten und mutige Vorbilder.
00:09:03:10,00:09:06:10,Heute an die Revolutionaere von 1848
00:09:06:12,00:09:11:03,und die Abgeordneten der ersten deutschen Nationalversammlung.
00:09:12:01,00:09:13:19,Die kommenden drei Tage
00:09:13:21,00:09:16:24,wird in Frankfurt am Main die Demokratie gefeiert:
00:09:17:01,00:09:18:14,Beim Paulskirchenfest.
00:09:18:16,00:09:22:18,So wie heute Mittag beim Live-Konzert auf dem Frankfurter Roemerberg Ð
00:09:22:20,00:09:26:21,einen Steinwurf entfernt vom Ort der Nationalversammlung 1848.
00:09:27:15,00:09:32:12,Er gilt als aeltester Globus der Welt: der Behaim-Globus von 1492.
00:09:33:03,00:09:37:20,Jetzt wurde er aufgenommen in das Weltdokumentenerbe der UNESCO.
00:09:37:22,00:09:40:12,Neben ihm auch 63 weitere Werke.
00:09:40:14,00:09:44:07,Darunter die mitteldeutsche Liedersammlung Codex Manesse
00:09:44:10,00:09:47:11,"und der Dokumentarfilm ""Shoah"" von Claude Lanzmann."
00:09:47:13,00:09:51:07,Zeugnisse der Zeitgeschichte werden in dem Register gesammelt.
00:09:51:09,00:09:54:06,"Mit jedem Eintrag, so UNESCO-Botschafter Reuss,"
00:09:54:08,00:09:56:24,wachse das Gedaechtnis der Menschheit.
00:09:57:21,00:09:59:19,Er ist eine Hauptattraktion
00:09:59:21,00:10:03:10,des Germanischen Nationalmuseums Nuernberg: der Behaim-Globus.
00:10:03:13,00:10:05:12,Benannt nach Martin Behaim.
00:10:05:14,00:10:09:22,Eine Weltkarte in 3D - neu fuer die Menschen im 15. Jahrhundert.
00:10:09:24,00:10:12:19,Bis dahin kannte man die Welt flach.
00:10:13:06,00:10:17:04,"Wir sehen hier 12.700 Inseln, die Marco Polo ueberliefert."
00:10:17:06,00:10:20:17,"Die sind erst real, wenn sie im Bild erscheinen."
00:10:20:19,00:10:24:02,"Das heisst, das ist auch ein Stueck weit ..."
00:10:25:05,00:10:30:00,"Der Wunsch, die Welt als Kugelgestalt erleben zu koennen."
00:10:31:11,00:10:33:21,Doch Behaims Weltkugel hat Luecken:
00:10:33:23,00:10:37:07,"Australien fehlt, ebenso der ganze Kontinent Amerika."
00:10:37:09,00:10:41:13,Den entdeckt Kolumbus erst zeitgleich zur Fertigung des Globus.
00:10:41:15,00:10:44:23,Dafuer birgt die Weltkugel viele Geheimnisse.
00:10:45:00,00:10:47:09,Es gibt Wundermenschen.
00:10:47:11,00:10:51:05,"Zum Beispiel die Skiapoden, die Schattenfuessler,"
00:10:51:07,00:10:55:11,die sich mit ihren Fuessen Schatten gespendet haben.
00:10:57:05,00:11:00:15,Das hat fuer uns absolut ÈUberraschungswert.
00:11:01:10,00:11:04:07,Fuer Direktor Hess symbolisiert der Globus
00:11:04:09,00:11:06:22,eine zwiespaeltige Vergangenheit.
00:11:07:06,00:11:11:05,"Einerseits die Herausforderungen ins Unbekannte vorzustossen,"
00:11:11:07,00:11:14:06,als Teile unserer Wissenschaftsgeschichte.
00:11:14:08,00:11:18:16,"Andererseits die Schattenseiten, die Ausbeutung der Welt."
00:11:19:20,00:11:23:23,So ist der Behaim-Globus 530 Jahre nach seiner Erschaffung
00:11:24:00,00:11:28:13,"nicht nur ein wissenschaftliches Instrument, sondern auch ein Mahnmal."
00:11:29:14,00:11:31:14,Der Untergang der Titanic:
00:11:31:16,00:11:34:08,110 Jahre danach hat der britische Sender BBC
00:11:34:10,00:11:38:02,hochaufloesende Bilder des versunkenen Schiffes veroeffentlicht.
00:11:38:04,00:11:42:07,Wissenschaftler wollen damit die Ungluecksursache genauer untersuchen.
00:11:42:09,00:11:46:20,Die Aufnahmen entstanden durch die Zusammensetzung von 700.000 Bildern
00:11:46:22,00:11:49:02,zu einer 3D-Animation.
00:11:49:04,00:11:53:18,Die Titanic im Atlantik rammte einen Eisberg und sank.
00:11:53:20,00:11:56:23,Bis heute liegt das Wrack auf dem Meeresboden.
00:11:58:00,00:12:00:14,Die Fussballerinnen des VfL Wolfsburg
00:12:00:16,00:12:03:17,haben zum zehnten Mal den DFB-Pokal gewonnen.
00:12:03:19,00:12:07:02,Die Titelverteidigerinnen mit Kapitaenin Alexandra Popp
00:12:07:04,00:12:10:21,setzten sich in Koeln mit 4:1 gegen den SC Freiburg durch.
00:12:12:00,00:12:14:16,Vor 45.000 Fans ging der VfL Wolfsburg
00:12:14:18,00:12:17:14,bereits in der vierten Minute in Fuehrung.
00:12:17:16,00:12:21:05,"Nach dem Pass von Wilms Unsicherheit in Freiburgs Abwehr,"
00:12:21:07,00:12:23:06,Karl traf ins eigene Tor.
00:12:24:03,00:12:26:24,Der VfL von Tommy Stroot spielbestimmend.
00:12:27:03,00:12:29:07,Nach starkem Zuspiel von Oberdorf
00:12:29:09,00:12:32:01,scheiterte Rauch an Torhueterin Lambert.
00:12:33:16,00:12:37:14,Kurz vor der Pause: Ecke Freiburg und Ausgleich durch Minge.
00:12:37:16,00:12:41:14,"Der Aussenseiter, Platz sechs in der Liga, zurueck im Spiel."
00:12:41:17,00:12:45:07,In der zweiten Haelfte traf erst Wolfsburgs Pajor den Pfosten
00:12:45:10,00:12:48:08,"und dann, im zweiten Versuch, Blomquist das Tor."
00:12:48:10,00:12:51:00,2:1 - die Favoritinnen wieder vorn.
00:12:51:02,00:12:53:24,Aber auch Freiburg gefaehrlich: Kayici Ð Frohms.
00:12:54:01,00:12:57:10,SC-Trainerin Merk hoffte vergebens auf den Ausgleich.
00:12:57:12,00:13:01:06,Stattdessen das 3:1 durch Wolfsburgs Kapitaenin Popp.
00:13:01:08,00:13:05:16,Kurz vor Schluss erzielte Janssen per Hand-Elfmeter das 4:1.
00:13:07:03,00:13:10:09,"Fuer den VfL Wolfsburg der zehnte Pokalsieg,"
00:13:10:11,00:13:13:21,fuer Popp gar der zwoelfte Ð beides ist Rekord.
00:13:16:01,00:13:18:16,Nach den schweren Unwettern in Norditalien
00:13:18:18,00:13:22:01,ist die Zahl der Todesopfer auf mindestens 13 gestiegen.
00:13:22:03,00:13:24:19,Nach wie vor werden Menschen vermisst.
00:13:24:21,00:13:28:06,In der Region Emilia-Romagna mussten 10.000 Einwohner
00:13:28:08,00:13:30:03,ihre Haeuser verlassen.
00:13:30:05,00:13:32:23,Einige kamen in Notunterkuenften unter.
00:13:33:00,00:13:35:02,Unterdessen werden die Schaeden
00:13:35:04,00:13:38:01,durch ÈUberschwemmungen und Erdrutsche sichtbar.
00:13:38:03,00:13:40:24,In einigen Orten begannen die Aufraeumarbeiten.
00:13:41:17,00:13:43:08,Er galt als Stil-Ikone
00:13:43:10,00:13:46:20,und schrieb in den 60er- und 70er-Jahren Filmgeschichte:
00:13:46:22,00:13:50:05,Der oesterreichische Schauspieler Helmut Berger ist tot.
00:13:50:07,00:13:53:09,Er starb im Alter von 78 Jahren in Salzburg.
00:13:53:11,00:13:56:01,"Seine Karriere begann er als Fotomodell,"
00:13:56:03,00:14:00:16,bevor er vom italienischen Regisseur Luchino Visconti entdeckt wurde.
00:14:00:18,00:14:03:16,Mit dem lebte er auch in einer Beziehung.
00:14:03:18,00:14:07:10,"In dessen Filmen ""Die Verdammten"" und ""Ludwig der Zweite"""
00:14:07:12,00:14:10:20,an der Seite von Romy Schneider wurde Berger beruehmt.
00:14:10:22,00:14:15:09,Spaeter machte er mehr von sich reden mit exzentrischen Auftritten.
00:14:16:12,00:14:20:19,"Und nun die Wettervorhersage fuer morgen, Freitag, den 19. Mai."
00:14:21:09,00:14:25:10,"Vor allem der Norden und Westen profitieren von einem Hoch,"
00:14:25:12,00:14:28:05,waehrend von Suedosten Wolken aufziehen.
00:14:28:07,00:14:32:16,Heute Nacht haeufig klar mit einigen lockeren Wolkenfeldern.
00:14:32:18,00:14:34:16,ÈOrtlich bildet sich Nebel.
00:14:34:19,00:14:37:20,Morgen im Sueden und Osten zunehmend wolkig.
00:14:37:21,00:14:40:19,"Im Westen und Norden laengere Zeit sonnig,"
00:14:40:21,00:14:43:07,bevor auch hier Wolken auftauchen.
00:14:43:09,00:14:47:10,"Meist bleibt es trocken, an den Alpen sind Schauer moeglich."
00:14:54:13,00:14:59:11,"Am Samstag teils Sonne, teils Wolken, vor allem im Osten einzelne Schauer."
00:14:59:13,00:15:02:22,"Sonntag und Montag sehr warm, aber neben Sonnenschein"
00:15:02:24,00:15:07:01,dichte Quellwolken und teils kraeftige Schauer und Gewitter.
00:15:07:22,00:15:11:15,Um 23.15 Uhr geht es in den tagesthemen mit Caren Miosga
00:15:11:17,00:15:13:05,um die Frage:
00:15:13:07,00:15:17:01,Steht der Zeitplan fuer Habecks Heizungsgesetz auf der Kippe?
00:15:17:03,00:15:19:23,Und wir nehmen Abschied von Helmut Berger.
00:15:20:00,00:15:22:14,Ich wuensche Ihnen einen schoenen Abend.
