Timecode In,Timecode Out,Subtitle
00:02:27:09,00:02:30:03,Vieles wird in der Strategie angerissen:
00:02:30:05,00:02:32:06,"Es geht um Energiesicherheit,"
00:02:32:08,00:02:36:23,die Gefahr durch Umweltkatastrophen und Pandemien sowie um Cyberangriffe.
00:02:37:00,00:02:40:06,"Die Faehigkeit, diese abzuwehren, soll gestaerkt werden."
00:02:40:08,00:02:43:09,Aber es geht auch um militaerische Sicherheit.
00:02:43:11,00:02:46:05,In der Strategie legt sich die Regierung
00:02:46:07,00:02:49:00,auf das Zwei-Prozent-Ziel der NATO fest:
00:02:49:02,00:02:52:14,Zwei Prozent der Wirtschaftsleistung fuer Verteidigung.
00:02:53:11,00:02:56:18,Zwei Prozent sind ehrgeizig und mit Aufwand verbunden.
00:02:56:20,00:02:58:23,Trotzdem werden wir das machen.
00:02:59:00,00:03:02:02,"Wenn moeglich, schon 2024, so der Finanzminister."
00:03:02:04,00:03:06:04,"Doch die Mittel sind begrenzt, andere muessen zur Not verzichten."
00:03:07:13,00:03:11:17,"Vorhaben muessen zurueckgestellt werden, weil Vorhaben Vorrang haben,"
00:03:11:19,00:03:15:11,die sich aus unseren Sicherheitserwaegungen ergeben.
00:03:16:24,00:03:19:07,Nicht immer waren sie so einig.
00:03:19:10,00:03:22:08,Ein Streitpunkt: der Nationale Sicherheitsrat.
00:03:22:12,00:03:26:07,"Unter anderem stritten sie darueber, wer den Vorsitz haben sollte."
00:03:26:10,00:03:30:01,"Jetzt heisst es, man habe seit Beginn des Ukraine-Kriegs gelernt,"
00:03:30:03,00:03:34:16,sich auch ohne ein neues Gremium ressortuebergreifend abzustimmen.
00:03:34:18,00:03:37:15,Sicherheitsexperten sehen das anders.
00:03:39:12,00:03:43:02,"Wenn man ein Gremium hat, das regelmaessig zusammentritt ..."
00:03:43:04,00:03:44:18,"Das die Aufgabe hat,"
00:03:44:20,00:03:47:08,die Sicherheitsstrategie umzusetzen ...
00:03:47:10,00:03:48:17,"Dafuer zu sorgen,"
00:03:48:19,00:03:51:11,dass die Ministerien zusammenarbeiten ...
00:03:51:12,00:03:53:16,Das macht etwas aus und hilft.
00:03:53:18,00:03:55:10,Andere Laender haben das auch.
00:03:55:12,00:03:57:04,"Dort geht es einfacher,"
00:03:57:06,00:04:00:00,zu einer einheitlichen Strategie zu kommen.
00:04:00:04,00:04:03:13,Auch die Union haette sich einen Sicherheitsrat gewuenscht.
00:04:04:21,00:04:08:06,Die vorliegende Nationale Sicherheitsstrategie
00:04:08:08,00:04:11:22,"ist inhaltlich blutleer, strategisch irrelevant,"
00:04:11:24,00:04:15:00,operativ folgenlos und aussenpolitisch unabgestimmt.
00:04:15:09,00:04:17:16,Der Kanzler dagegen - zufrieden.
00:04:17:19,00:04:20:19,"An seinem Geburtstag praesentiert er eine Koalition,"
00:04:20:21,00:04:22:21,die an einem Strang ziehe.
00:04:23:06,00:04:25:22,Aber die Strategie ist nur der Anfang.
00:04:25:24,00:04:29:17,Jetzt muessen die Ministerien sie in konkrete Politik umsetzen.
00:04:32:01,00:04:33:12,"Wie das passieren soll,"
00:04:33:14,00:04:37:21,darueber habe ich vor der Sendung mit der Aussenministerin gesprochen.
00:04:37:22,00:04:40:06,Sie hat die Nationale Sicherheitsstrategie
00:04:40:08,00:04:42:07,federfuehrend ausgearbeitet.
00:04:43:11,00:04:46:11,"Guten Abend, Frau Baerbock. Guten Abend."
00:04:47:01,00:04:49:20,"15 Monate Verhandlungen fuer ein Papier,"
00:04:49:24,00:04:53:16,das als Ziel eine schnellere Reaktionsfaehigkeit hat.
00:04:53:20,00:04:56:06,"Das passt nicht zusammen, oder?"
00:04:57:03,00:05:00:19,"Doch, weil in diesen 15 Monaten leider auch viel passiert ist."
00:05:00:21,00:05:04:03,Wir haben einen brutalen russischen Angriffskrieg erlebt.
00:05:04:05,00:05:06:03,"Nicht nur auf die Ukraine,"
00:05:06:05,00:05:09:03,auch auf unsere europaeische Friedensordnung.
00:05:09:05,00:05:12:09,Deswegen haben wir nationale Sicherheit
00:05:12:11,00:05:16:20,nicht nur als Sicherheit vor Gefahren von aussen definiert.
00:05:17:17,00:05:21:08,"Sondern auch, wie wir sichere Medikamente bekommen,"
00:05:21:10,00:05:25:18,"wie wir dafuer sorgen, dass wir vor Cyberattacken geschuetzt sind."
00:05:25:22,00:05:28:00,Und durch den Angriffskrieg
00:05:28:02,00:05:31:10,unsere Wehrhaftigkeit neu definieren mussten.
00:05:31:12,00:05:35:17,"Wir haben Kommunen, Unternehmen und die Ressorts der Bundesregierung"
00:05:35:19,00:05:37:04,zusammengebracht.
00:05:37:06,00:05:39:20,Wir haben waehrend des Schreib-Prozesses
00:05:39:22,00:05:42:04,schon wichtige Teile umgesetzt:
00:05:42:06,00:05:44:23,"Zum Beispiel die Staerkung des Bundeswehr,"
00:05:45:00,00:05:47:21,damit wir die Ukraine unterstuetzen koennen.
00:05:47:23,00:05:51:14,Auch eine Neujustierung unserer Aussen-Wirtschaftspolitik
00:05:51:16,00:05:55:08,mit Blick auf unsere Energie- und Rohstoffabhaengigkeit.
00:05:56:22,00:06:00:17,"Ja, es ist viel passiert, es hat sich viel entwickelt."
00:06:00:19,00:06:04:22,"Es ist auch durchgesickert, dass es schwierige Verhandlungen gab."
00:06:04:24,00:06:07:22,"Sie haben es zum Beispiel nicht hinbekommen,"
00:06:07:24,00:06:10:22,dass es einen Nationalen Sicherheitsrat gibt.
00:06:11:00,00:06:12:24,Wie konnte das passieren?
00:06:13:09,00:06:16:21,Weil wir dabei unterschiedliche Perspektiven hatten.
00:06:16:23,00:06:21:01,Zum Beispiel ist meine Sicht auf den Nationalen Sicherheitsrat:
00:06:22:18,00:06:25:22,Es ist eine Idee aus dem Amerikanischen.
00:06:28:00,00:06:31:16,Bekanntermassen sind die USA ein Praesidial-System.
00:06:31:18,00:06:36:04,"Wir sind eine repraesentative, parlamentarische Gesellschaft"
00:06:36:20,00:06:38:21,in einem foederalen System.
00:06:39:01,00:06:43:04,"Wir haben darueber diskutiert, ob es zu unserem System passt."
00:06:43:15,00:06:47:10,"Hier regieren drei Parteien, in den USA ist das anders."
00:06:47:14,00:06:49:21,Wir haben in der Debatte ...
00:06:51:03,00:06:55:06,Wir sind nicht mit vorgefertigten Positionen hinein gegangen.
00:06:55:15,00:06:57:23,"Wir haben gemeinsam ueberlegt,"
00:06:58:00,00:07:01:05,was das Beste fuer die Sicherheit des Landes ist.
00:07:01:07,00:07:03:07,Waehrend des Angriffskrieges
00:07:03:09,00:07:06:18,haben wir bereits ein Sicherheitskabinett gebildet.
00:07:06:20,00:07:09:14,Wir mussten hier schnell reagieren.
00:07:10:19,00:07:12:14,Wie stellen wir uns auf
00:07:12:16,00:07:16:18,zur Unterstuetzung im militaerischen und humanitaeren Bereich?
00:07:16:23,00:07:19:16,Auch im Hinblick auf Cybersicherheit.
00:07:20:03,00:07:23:21,Nach diesem Vorbild haben wir es auch abgebildet
00:07:23:23,00:07:26:24,in der Nationalen Sicherheitsstrategie.
00:07:31:03,00:07:35:01,"Diese Themen, die sich auf alle Lebensbereiche beziehen,"
00:07:35:03,00:07:39:02,muessen von den unterschiedlichen Ministerien umgesetzt werden.
00:07:39:04,00:07:41:03,Wie wird das funktionieren?
00:07:41:05,00:07:44:24,Zuletzt lief die Zusammenarbeit in der Koalition nicht immer rund.
00:07:45:01,00:07:46:13,"Wie wird ueberprueft,"
00:07:46:15,00:07:49:21,dass die Ministerien nach der Strategie handeln?
00:07:50:00,00:07:54:03,"Indem wir uns Zeit genommen haben, Dinge auszudiskutieren."
00:07:54:12,00:07:57:16,Wie wir am besten Cyberangriffen begegnen:
00:07:57:18,00:08:00:16,Ist es eine aeussere oder innere Gefahr?
00:08:00:18,00:08:03:18,Brauchen wir eine Grundgesetzaenderung?
00:08:05:07,00:08:09:08,"Dafuer haben wir uns die Zeit genommen, die es braucht."
00:08:09:13,00:08:12:10,"Wir haben auch Entscheidungen getroffen,"
00:08:12:12,00:08:15:14,zum Beispiel in der Staerkung der Bundeswehr.
00:08:16:04,00:08:20:19,Die Klimakrise ist weltweit die groesste Sicherheitsgefahr.
00:08:22:10,00:08:24:12,Wir haben es so definiert:
00:08:24:16,00:08:28:01,Der Schutz der natuerlichen Lebensgrundlagen
00:08:28:03,00:08:32:20,zieht sich durch die Arbeit der unterschiedlichen Ressorts.
00:08:35:06,00:08:38:18,Die Strategie ist wie ein Dach fuer ein Haus.
00:08:40:04,00:08:43:24,In diesem Haus ist in jedem Zimmer die Umsetzung.
00:08:44:19,00:08:47:21,Die Ressorts haben ihre eigenen Plaene.
00:08:50:06,00:08:54:03,Das Innenministerium hat schon ein Gesetz vorgelegt
00:08:54:05,00:08:57:01,zum Schutz kritischer Infrastruktur.
00:09:03:06,00:09:04:21,Kommende Woche
00:09:05:01,00:09:08:10,finden Regierungskonsultationen mit China statt.
00:09:08:12,00:09:12:12,Ihre China-Strategie halten Sie heute noch unter Verschluss.
00:09:12:14,00:09:15:11,Will man die Chinesen nicht veraergern?
00:09:17:14,00:09:19:01,Keineswegs.
00:09:19:03,00:09:22:01,Im Rahmen der Nationalen Sicherheitsstrategie
00:09:23:01,00:09:25:22,definieren wir auch unsere Gefahren.
00:09:26:02,00:09:30:17,Das russische Regime ist die groesste Gefahr fuer den Frieden in Europa.
00:09:30:19,00:09:33:04,Wir haben auch deutlich gemacht:
00:09:33:06,00:09:37:09,"Wir mussten mit Blick auf die Rolle Chinas erleben,"
00:09:37:11,00:09:42:03,dass sie die regelbasierte internationale Ordnung hinterfragen.
00:09:42:07,00:09:45:23,Sie werden immer repressiver im eigenen Land.
00:09:46:22,00:09:50:02,Das steht in der Sicherheitsstrategie drin.
00:09:50:04,00:09:54:20,Was in der Breite fuer die Beziehung zu China essenziell ist ...
00:09:55:14,00:09:58:09,"Zuerst braucht es die Dach-Strategie,"
00:09:59:02,00:10:01:22,Darunter kommt die China-Strategie.
00:10:02:20,00:10:06:02,"Und andere Strategien fuer andere Ministerien,"
00:10:06:04,00:10:08:02,die sich davon ableiten.
00:10:09:16,00:10:13:11,Die erste Nationale Sicherheitsstrategie Deutschlands.
00:10:13:13,00:10:15:16,"Danke fuer das Gespraech, Frau Baerbock."
00:10:15:18,00:10:17:16,Danke ebenso. Schoenen Abend noch.
00:10:18:13,00:10:21:11,Zur ersten Nationalen Sicherheitsstrategie
00:10:21:13,00:10:24:13,hat Stephan Stuchlik vom WDR diese Meinung.
00:10:25:17,00:10:29:02,Deutschland hat nun eine Nationale Sicherheitsstrategie -
00:10:30:02,00:10:31:10,das ist gut.
00:10:31:12,00:10:35:10,Sie definiert Sicherheit weit ueber den militaerischen Bereich hinaus -
00:10:35:12,00:10:36:16,noch besser.
00:10:36:20,00:10:39:09,"Dass die Gasreserve sicherheitsrelevant ist,"
00:10:39:11,00:10:41:12,haben wir jetzt schriftlich.
00:10:41:14,00:10:43:23,Dass man deutsche Gasspeicher 2014
00:10:44:00,00:10:46:20,nicht an russische Firmen haette verkaufen duerfen:
00:10:46:22,00:10:50:02,Das haette der damalige Wirtschaftsminister Sigmar Gabriel
00:10:50:04,00:10:52:05,auch ohne Papier wissen koennen.
00:10:52:07,00:10:54:10,"Das Dokument liest sich gefaellig,"
00:10:54:12,00:10:57:06,doch die Umsetzung koennte muehsam werden.
00:10:57:15,00:11:00:22,"""Zivil- und Katastrophenschutz staerken"" - gut."
00:11:00:24,00:11:04:00,"Das in einem Land zu tun, wo - siehe Ahrtal -"
00:11:04:02,00:11:08:13,"Meldeketten nicht funktionieren, ueber Sirenenalarm gestritten wird:"
00:11:08:15,00:11:10:07,Das wird anstrengend.
00:11:10:08,00:11:11:21,"""Die Bundesregierung"
00:11:11:23,00:11:15:12,"wird ihr Engagement zur Begrenzung der Klimakrise verstaerken."""
00:11:15:14,00:11:16:24,Mehr Engagement
00:11:17:01,00:11:21:17,wuerde man sich von manchem Politiker dieser Regierung wuenschen.
00:11:22:06,00:11:23:21,Vor allem aber:
00:11:23:23,00:11:28:16,"Die Nationale Sicherheitsstrategie ernst zu nehmen, wird sehr teuer."
00:11:28:18,00:11:32:06,Klimaschutz und Terrorismusbekaempfung in Drittlaendern.
00:11:32:08,00:11:35:23,Im eigenen Land Cybersicherheit und militaerische Ruestung.
00:11:36:02,00:11:37:21,Das kostet Milliarden.
00:11:37:23,00:11:43:24,Allein das Zwei-Prozent-Ziel der NATO bedeutet: etwa 78 Mrd. Euro jaehrlich.
00:11:44:14,00:11:48:04,"Wenn die Bundesregierung die Strategie umsetzen will,"
00:11:48:06,00:11:51:12,"muss sie sagen, wo das Geld dafuer herkommen soll."
00:11:51:14,00:11:52:21,Ich wuesste gern:
00:11:52:23,00:11:55:17,Wenn Sicherheit hoechste Prioritaet hat -
00:11:55:21,00:11:58:08,wofuer will sie weniger ausgeben?
00:12:00:05,00:12:04:05,"Man muss nur das Gezerre um den Haushalt betrachten, um zu sehen:"
00:12:04:07,00:12:05:21,Das weiss sie nicht.
00:12:06:00,00:12:10:08,Ohne Preisschild aber bleibt die Nationale Sicherheitsstrategie
00:12:10:10,00:12:14:05,ein schoen zu lesendes Stueck Polit-Prosa - mehr nicht.
00:12:15:12,00:12:17:20,Die Meinung von Stefan Stuchlik.
00:12:18:23,00:12:21:01,Selten hat uns die Heizung
00:12:21:03,00:12:24:16,im Sommer so sehr beschaeftigt wie in diesem Jahr.
00:12:24:24,00:12:29:24,"Gestern dann die Einigung der Ampel- Koalition beim Gebaeudeenergiegesetz,"
00:12:30:01,00:12:32:14,doch Kritik und offene Fragen bleiben:
00:12:32:16,00:12:35:11,Welche Kosten kommen auf Hausbesitzer zu
00:12:35:13,00:12:38:17,und wie viel davon koennen die an die Mieter weitergeben?
00:12:38:19,00:12:40:12,Nach den Ampel-Plaenen
00:12:40:14,00:12:43:18,spielen ausserdem die Kommunen eine wichtigere Rolle.
00:12:43:20,00:12:46:01,"Viele der neuen Regeln greifen erst,"
00:12:46:03,00:12:49:01,wenn es vor Ort einen kommunalen Waermeplan gibt.
00:12:49:03,00:12:50:21,Das kann Jahre dauern.
00:12:51:00,00:12:54:14,"Manch eine Stadt ist allerdings jetzt schon fast soweit,"
00:12:54:16,00:12:56:22,wie Mannheim oder Heidelberg.
00:12:56:24,00:12:59:00,Thomas Denzel und Tim Diekmann.
00:12:59:09,00:13:03:22,Diese Waermepumpe fuellt ein ganzes Gebaeude und ist sein ganzer Stolz:
00:13:03:24,00:13:07:05,Michael Teigeler von den Stadtwerken Heidelberg
00:13:07:07,00:13:11:13,will die hier gewonnene Waerme ins staedtische Fernwaermenetz einspeisen.
00:13:11:15,00:13:14:00,"Zentral und klimaschonend erzeugt,"
00:13:14:02,00:13:16:19,statt in vielen kleinen Geraeten zu Hause.
00:13:16:21,00:13:19:06,Der kommunale Plan zur Waermeversorgung Ð
00:13:19:08,00:13:22:02,hier wird er in wenigen Monaten fertig sein.
00:13:22:04,00:13:24:15,Denn Baden-Wuerttembergs Landesregierung
00:13:24:17,00:13:27:13,setzt einen strengeren Zeitplan als der Bund.
00:13:27:15,00:13:30:20,"Auch Energie aus Biomasse, wie Holzabfaelle oder Biogas,"
00:13:30:22,00:13:32:16,sind Teil des Konzepts.
00:13:32:20,00:13:36:04,Solche Plaene will der Bund nun zur Bedingung machen.
00:13:36:06,00:13:37:14,"Erst wenn es sie gibt,"
00:13:37:16,00:13:42:02,sollen auch die ÈOko-Vorschriften fuer die Heizungen in Haushalten greifen.
00:13:42:03,00:13:45:01,"Eine Strategie, die die Stadtwerke hier begruessen."
00:13:45:03,00:13:47:17,"Die Menschen muessen wissen, was kommt."
00:13:47:19,00:13:52:05,"Das ist richtig, dass das Kabinett diese Reihenfolge vorgegeben hat:"
00:13:52:07,00:13:54:04,Erst die Waermeplanung schaffen
00:13:54:08,00:13:57:18,und dann die Verpflichtungen fuer die Buerger zu geben.
00:13:57:22,00:14:01:07,Doch der Ausbau der Waermenetze und deren Umstellung
00:14:01:11,00:14:05:04,auf klimaschonendere Energiequellen wird sehr viel Geld kosten.
00:14:05:06,00:14:08:14,In Heidelberg rechnen sie mit weiteren 800 Mio. Euro.
00:14:08:16,00:14:12:18,Hier haben sie zum Beispiel diesen 55 Meter hohen Turm gebaut.
00:14:12:20,00:14:15:11,Ein Speicher voll mit heissem Wasser.
00:14:15:13,00:14:18:02,"Investitionen, die der Bund foerdert."
00:14:18:04,00:14:20:19,Aber ist der Foerdertopf auch gross genug?
00:14:20:21,00:14:22:14,Zweifel in Heidelberg.
00:14:22:16,00:14:26:07,Dann wuerde man deutschlandweit etwa zehnmal Heidelberg schaffen.
00:14:26:08,00:14:28:02,Das wird nicht reichen.
00:14:28:04,00:14:32:23,Wir muessen die Foerderung vom Bund ueber 2026 hinaus gesichert haben
00:14:33:00,00:14:36:22,und auch in der Hoehe muss es den Zielen angepasst sein.
00:14:37:03,00:14:41:01,In Heidelberg und Mannheim ist das gemeinsame Waermenetz
00:14:41:03,00:14:44:01,schon heute eines der groessten Deutschlands.
00:14:44:03,00:14:48:04,Bis 2028 sollen alle groesseren Staedte Waermeplaene vorlegen.
00:14:49:00,00:14:50:19,Doch Experten warnen:
00:14:50:21,00:14:53:15,"Die Bundesregierung schaffe keinen Anreiz,"
00:14:53:17,00:14:56:15,diese Plaene besonders schnell zu entwickeln.
00:14:56:17,00:15:00:08,Denn ausgerechnet dort werden die strengen ÈOko-Vorgaben
00:15:00:10,00:15:03:14,fuer Heizungen in Haushalten zuerst eingefuehrt.
00:15:04:05,00:15:08:13,"Das darf nicht sein, dass die Vorreiterkommunen bestraft werden,"
00:15:08:15,00:15:11:03,die jetzt schon Waermeplanung haben.
00:15:11:05,00:15:15:24,"Dass die Buergermeister den Druck, den Streit in Berlin abbekommen."
00:15:16:21,00:15:19:18,Da muss das Parlament eine Loesung finden.
00:15:19:22,00:15:24:14,Genau so ist es auch in Heidelberg: Die Waermeplanung ist fast fertig.
00:15:25:02,00:15:28:23,"Das heisst fuer alle, die nicht am Waermenetz haengen:"
00:15:29:02,00:15:31:21,Die ÈOkovorgaben fuer die Hausheizung
00:15:31:23,00:15:35:02,kommen moeglicherweise frueher als anderswo.
00:15:39:15,00:15:43:09,Vor ueber 50 Jahren haben sich die Beatles aufgeloest.
00:15:43:18,00:15:47:17,"Doch wer die Hoffnung auf neue Musik von ihnen nie aufgegeben hat,"
00:15:47:19,00:15:49:13,koennte sich bald freuen:
00:15:49:15,00:15:52:15,Paul McCartney hat einen letzten Beatles-Song
00:15:52:17,00:15:56:12,aus Kompositionen und der Stimme von John Lennon angekuendigt.
00:15:56:14,00:15:58:19,Entstanden mit Hilfe von KI.
00:16:00:02,00:16:03:12,"Nur ein Beispiel fuer Gutes, das KI schaffen kann."
00:16:03:14,00:16:07:05,"Doch wer entscheidet, was mit KI alles erlaubt ist?"
00:16:07:07,00:16:09:22,KI kann ueberwachen und verfolgen -
00:16:10:13,00:16:14:01,das kann sinnvoll genutzt oder missbraucht werden.
00:16:14:03,00:16:17:05,"Das weltweit erste KI-Gesetz soll das regeln,"
00:16:17:07,00:16:20:11,hat das EU-Parlament in Strassburg beschlossen.
00:16:23:07,00:16:25:07,"Der US-Praesident am Boden,"
00:16:25:11,00:16:28:19,gestuerzt vor aller Augen bei einer Pressekonferenz.
00:16:28:21,00:16:31:22,"Ein gefundenes Fressen fuer den politischen Gegner,"
00:16:31:24,00:16:33:21,nur echt ist daran nichts.
00:16:33:23,00:16:37:19,Ein kurzer Befehl genuegt und die KI erschafft das gewuenschte Foto.
00:16:37:21,00:16:41:13,"Komplett synthetisch, aber taeuschend echt - in Sekunden."
00:16:42:07,00:16:46:19,"""Clashes at temple mount"". ""Ausschreitungen auf dem Tempelberg""."
00:16:46:23,00:16:50:03,"Motive, die Angst und Aufstaende schueren koennen."
00:16:50:06,00:16:52:20,Die Verhaftung von Wladimir Putin
00:16:52:24,00:16:56:13,wirkt so ueberzeugend wie ein Angriff auf den Papst.
00:16:57:03,00:16:58:22,"Nie war es einfacher,"
00:16:58:24,00:17:02:17,Fake News zu generieren und Desinformation zu verbreiten.
00:17:02:23,00:17:08:04,"Wir haben heute schon reale Taten, zum Beispiel von AfD-Politikern."
00:17:10:15,00:17:13:07,"Die nutzen kuenstlich erzeugte Bilder,"
00:17:13:11,00:17:17:22,um Hass auf Menschen mit Migrationshintergrund zu schueren.
00:17:20:16,00:17:23:15,"Sie lassen sie sehr gewalttaetig aussehen,"
00:17:23:17,00:17:27:21,indem sie inszenierte Mobs fuer ihre Propaganda verbreiten.
00:17:30:01,00:17:32:02,Kuenftig sollen KI-Inhalte
00:17:32:05,00:17:35:09,mit digitalen Wasserzeichen gekennzeichnet werden.
00:17:35:11,00:17:38:00,Das Europaparlament verabschiedete heute
00:17:38:02,00:17:41:02,den weltweit ersten Regulierungsentwurf fuer KI.
00:17:41:06,00:17:42:16,"Unser Ziel ist es,"
00:17:42:18,00:17:44:23,mit dem Gesetz einen Rahmen zu setzen:
00:17:45:00,00:17:48:23,Welche Anwendungen wollen wir als liberale Demokratie haben?
00:17:49:00,00:17:51:07,Chance und Risiko liegt in der Anwendung.
00:17:51:08,00:17:53:09,Zum Beispiel Gesichtserkennung:
00:17:53:11,00:17:55:24,"Praktisch, um das Handy zu entsperren."
00:17:56:01,00:17:59:21,"Risiko, wenn wir sie einsetzen bei biometrischer Massenueberwachung."
00:17:59:23,00:18:02:22,Genau die soll in Europa nie zum Einsatz kommen.
00:18:02:24,00:18:07:04,Das Parlament stimmte fuer ein Verbot. Anders als beispielsweise in China:
00:18:07:06,00:18:11:19,Mit biometrischer Gesichtserkennung werden dort Menschen ueberwacht.
00:18:12:05,00:18:17:01,"Die europaeischen Christdemokraten wollten das Verbot abschwaechen,"
00:18:17:03,00:18:20:00,Ausnahmen fuer Sicherheitsbehoerden schaffen.
00:18:20:02,00:18:22:15,Sie konnten sich nicht durchsetzen.
00:18:23:01,00:18:24:18,KI regulieren Ð
00:18:24:20,00:18:29:05,das hatten zuletzt sogar viele KI-Unternehmen selbst gefordert.
00:18:29:16,00:18:33:07,In einem gemeinsamen Statement mit markigen Worten.
00:18:45:05,00:18:47:12,"Durch diese Zukunftsszenarien,"
00:18:47:14,00:18:51:04,"also Katastrophenszenarien weit in der Zukunft,"
00:18:51:17,00:18:56:08,lenken die Entwickler*innen von ihrer heutigen Arbeit ab.
00:18:57:13,00:19:02:03,"Regeln fuer die Zukunft betreffen nicht so sehr Produkte von heute,"
00:19:02:05,00:19:04:21,ein Vorteil fuer die KI-Unternehmen.
00:19:04:23,00:19:08:18,Das EU-Parlament hat trotzdem den ersten Schritt gemacht.
00:19:08:20,00:19:11:19,Die Auswirkungen von KI duerften enorm sein.
00:19:11:21,00:19:16:16,"Fuer unsere Arbeitswelt, Freizeit und das, was wir fuer Wahrheit halten."
00:19:18:16,00:19:23:00,Das UN-Fluechtlingshilfswerk vermeldete einen traurigen Rekord:
00:19:23:02,00:19:26:21,"Weltweit seien 110 Mio. Menschen auf der Flucht,"
00:19:26:23,00:19:28:17,so viele wie noch nie.
00:19:28:19,00:19:32:19,Vertrieben aus ihrer Heimat wegen Krieg oder Gewalt.
00:19:33:17,00:19:37:14,"Ebenfalls heute wurde wieder klar, wie gefaehrlich Flucht sein kann."
00:19:37:16,00:19:39:22,Bei einem schweren Bootsunglueck
00:19:39:24,00:19:42:19,sind mindestens 79 Menschen ums Leben gekommen.
00:19:42:21,00:19:46:16,"Es wird allerdings befuerchtet, dass es weit mehr Tote geben koennte."
00:19:46:17,00:19:50:18,Das voellig ueberfuellte Fischerboot war offenbar in Libyen gestartet
00:19:50:20,00:19:55:12,und suedwestlich der Halbinsel Peloponnes gekentert und gesunken.
00:20:00:10,00:20:01:24,Sie haben ueberlebt.
00:20:02:01,00:20:05:02,Erschoepft liegen 104 Gerettete des Ungluecksschiffs
00:20:05:04,00:20:07:00,in einer Halle am Hafen.
00:20:07:02,00:20:09:22,21 werden im Krankenhaus behandelt.
00:20:11:15,00:20:14:22,Die Luftbilder vom Kutter mit den Fluechtlingen
00:20:14:24,00:20:17:04,"zeigen, wie ueberfuellt er war."
00:20:17:06,00:20:20:12,"Alle ohne Schwimmweste, ein marodes Schiff."
00:20:20:17,00:20:23:05,Von Libyen aus ist es aufgebrochen.
00:20:23:07,00:20:27:09,"Die griechische Kuestenwache hatte nach eigenen Angaben angeboten,"
00:20:27:11,00:20:31:05,"die Menschen an Bord zu nehmen, was diese abgelehnt haetten."
