Timecode In,Timecode Out,Subtitle
00:05:09:22,00:05:13:08,tausendmal aus zehn verschiedenen Winkeln gezeigt.
00:05:14:10,00:05:17:20,Die Gegenoffensive koennte ein Moment der Wahrheit werden.
00:05:17:24,00:05:20:10,"Nicht nur fuer die Regierung in Kiew,"
00:05:20:14,00:05:23:09,sondern auch fuer die Unterstuetzer bei der NATO.
00:05:23:13,00:05:26:20,Denn anders als zu Kriegsbeginn kaempft die Ukraine jetzt
00:05:26:24,00:05:31:00,mit westlichen Waffen und mit 60.000 im Westen ausgebildeten Soldaten.
00:05:31:04,00:05:32:16,"Jetzt wird sich zeigen,"
00:05:32:20,00:05:35:13,"ob das reicht, um Russland zurueckzudraengen."
00:05:37:03,00:05:39:18,Nach der Zerstoerung des Kachowka-Staudamms
00:05:39:22,00:05:43:10,"ist der Chef der Internationalen Atomenergiebehoerde, Grossi,"
00:05:43:14,00:05:47:08,erneut zum russisch besetzten AKW Saporischschja gereist.
00:05:47:12,00:05:51:07,Das AKW in der Suedukraine bezieht sein Kuehlwasser normalerweise
00:05:51:11,00:05:55:14,"aus dem Stausee, dessen Pegelstand seit dem Dammbruch gesunken ist."
00:05:55:21,00:05:59:14,Grossi stufte die Lage als ernst aber stabil ein.
00:05:59:20,00:06:03:09,"Derzeit sei in den Kuehlteichen rund um das AKW genug Wasser,"
00:06:03:13,00:06:06:01,um die Systeme betreiben zu koennen.
00:06:08:01,00:06:11:01,Nach dem Untergang eines Fluechtlingsbootes
00:06:11:05,00:06:15:05,vor der Kueste Griechenlands rechnen die Behoerden mit Hunderten Toten.
00:06:15:09,00:06:17:15,Das Schiff war in der Nacht zu Mittwoch
00:06:17:19,00:06:20:10,vor der Halbinsel Peloponnes gekentert.
00:06:20:14,00:06:23:13,"78 Menschen konnten nur noch tot geborgen werden,"
00:06:23:17,00:06:25:02,104 wurden gerettet.
00:06:25:06,00:06:27:09,"Die Kuestenwache hat kaum noch Hoffung,"
00:06:27:13,00:06:29:09,weitere ÈUberlebende zu finden.
00:06:34:05,00:06:35:10,Am fruehen Morgen
00:06:35:14,00:06:38:24,bringt die griechische Kuestenwache ertrunkene Opfer an Land.
00:06:39:03,00:06:42:15,Offenbar war ihr Schiff aufgrund einer Massenpanik gekentert.
00:06:42:19,00:06:44:00,"Wie ein Foto zeigt,"
00:06:44:04,00:06:47:14,waren vermutlich Hunderte ohne Rettungsweste auf dem Schiff.
00:06:47:18,00:06:51:09,Frauen und Kinder sollen unter Deck eingeschlossen gewesen sein.
00:06:51:14,00:06:53:24,Der Kutter war in internationalen Gewaessern
00:06:54:03,00:06:57:06,"auf dem Weg von Libyen nach Italien, bevor er kenterte."
00:06:57:07,00:07:00:17,"Laut griechischer Kuestenwache habe sie das Schiff begleitet,"
00:07:00:20,00:07:02:20,ihre Hilfe wurde aber abgelehnt.
00:07:02:24,00:07:05:05,"Die Regierung wehrt sich gegen Vorwuerfe,"
00:07:05:09,00:07:07:23,nicht ausreichend eingegriffen zu haben.
00:07:08:04,00:07:12:08,Ein unerwuenschtes Eingreifen der Kuestenwache auf ein ueberladenes Boot
00:07:12:12,00:07:14:10,koennte eine Gefahr darstellen.
00:07:14:14,00:07:16:23,Das Boot koennte dadurch umkippen.
00:07:20:19,00:07:22:18,Die griechische Regierung
00:07:22:22,00:07:25:16,macht Schlepper fuer das Unglueck verantwortlich.
00:07:25:21,00:07:29:20,Acht ÈUberlebende wurden als mutmassliche Organisatoren verhoert.
00:07:29:24,00:07:34:03,Die Fluechtlinge sollen 5000 EUR pro Kopf fuer die ÈUberfahrt gezahlt haben.
00:07:34:05,00:07:36:06,Die Geretteten werden betreut.
00:07:36:08,00:07:40:16,"Viele wuerden immer noch glauben, auf dem Ungluecksschiff zu sein."
00:07:40:18,00:07:44:07,"Langsam erst wuerden sie verstehen, was geschehen ist."
00:07:44:08,00:07:48:17,"Fast alle waren mit Familie auf dem Schiff, manche mit Freunden."
00:07:49:03,00:07:53:13,"Einer sagte, er habe ein Kind und er weiss nicht, wo es ist."
00:07:54:07,00:07:55:24,Das Unglueck ereignete sich
00:07:56:03,00:07:59:00,46 Seemeilen vor der griechischen Kueste.
00:07:59:04,00:08:02:12,"An dieser Stelle ist das Mittelmeer knapp 5000 Meter tief,"
00:08:02:13,00:08:05:20,was die Bergung des Schiffs nahezu unmoeglich macht.
00:08:08:03,00:08:12:19,"Die EZB hat den Leitzins fuer die Eurozone erneut angehoben,"
00:08:12:21,00:08:15:16,"um 0,25 Prozentpunkte, auf nun 4 %."
00:08:17:24,00:08:22:13,"Die hoeheren Zinsen sollen helfen,"
00:08:22:15,00:08:26:02,den Anstieg der Verbraucherpreise in den Griff zu bekommen.
00:08:26:06,00:08:29:11,"Die Inflationsrate im Euroraum lag im Mai bei 6,1 %,"
00:08:29:15,00:08:31:21,also weit ueber dem EZB-Ziel von 2 %.
00:08:32:22,00:08:37:00,In Bonn ist das Vorbereitungstreffen zur Weltklimakonferenz in Dubai
00:08:37:04,00:08:38:05,zu Ende gegangen.
00:08:38:09,00:08:41:23,Laut Beobachtern wurden kaum Fortschritte erzielt.
00:08:42:03,00:08:45:24,Zehn Tage lang hatten 5000 Delegierte u.a. ueber
00:08:46:03,00:08:50:01,die Finanzierung des Klimaschutzes in aermeren Laendern beraten.
00:08:51:02,00:08:53:22,Dabei wollten sich die Industriestaaten
00:08:54:01,00:08:57:15,nicht auf eine staerkere Unterstuetzung festlegen.
00:09:02:02,00:09:05:23,"Es geht ihr nicht nur um die Welt, sondern auch um ihre Heimat."
00:09:06:02,00:09:08:19,Die Klimaaktivistin Adenike Oladosu aus Nigeria
00:09:08:23,00:09:13:20,fordert Verlaesslichkeit bei Zusagen der Industrielaender.
00:09:15:16,00:09:18:19,"Die Industrielaender sollen Afrika nicht wie ein Land,"
00:09:18:23,00:09:21:03,sondern wie einen Kontinent behandeln.
00:09:21:07,00:09:25:08,Mit den zugesagten 100 Mrd. Dollar fuer vom Klima betroffene Staaten
00:09:25:12,00:09:29:00,koennte ich nicht mal die nigerianische Krise bewaeltigen.
00:09:29:04,00:09:32:07,In ihrer Heimat haben nur 57 % der Menschen Strom.
00:09:32:12,00:09:35:02,Solar und Windenergie - quasi Fehlanzeige.
00:09:35:07,00:09:38:24,"Was ÈOl angeht, gilt Nigeria mit als groesster Foerderer Afrikas."
00:09:39:03,00:09:40:23,Laut Oladosu verfuegt Afrika
00:09:41:02,00:09:44:20,ueber zahlreiche Moeglichkeiten fuer erneuerbare Energiequellen.
00:09:45:00,00:09:47:11,Davon profitieren auch Industrielaender.
00:09:47:15,00:09:51:16,Entwicklungslaender wie meines sollen dem globalen Norden
00:09:51:22,00:09:56:07,"Loesungen anbieten, damit sie sich beteiligen und investieren."
00:09:57:17,00:10:00:18,Doch auf der UN-Klimazwischenkonferenz in Bonn
00:10:00:22,00:10:04:23,wird die Kluft zwischen Industrie- und Entwicklungslaendern eher groesser.
00:10:05:03,00:10:08:20,"Klimaforscher betonen, wie wichtig eine konsequente Unterstuetzung"
00:10:08:24,00:10:12:09,"fuer den globalen Sueden ist, im Kampf gegen den Klimawandel."
00:10:12:13,00:10:15:19,"Um deren Klimarisiken zu senken, braucht es Investitionen"
00:10:15:23,00:10:19:03,"fuer Solar- und Windenergie, Wasserkraft und Biomasse."
00:10:19:07,00:10:22:06,"Es muss ueber die Finanzierung diskutiert werden,"
00:10:22:10,00:10:26:00,um den Laendern mit schwachen Volkswirtschaften zu helfen.
00:10:26:04,00:10:30:06,"Oladosu hofft, dass dieses Jahr klimapolitisch gesehen genutzt wird."
00:10:31:12,00:10:36:00,So sah die Oder vergangenen August an der deutsch-polnischen Grenze aus.
00:10:36:04,00:10:39:10,Hunderte Tonnen toter Fische trieben verendet im Fluss.
00:10:39:14,00:10:42:13,Experten hatten u.a. einen zu hohen Salzgehalt
00:10:42:17,00:10:46:02,und eine Algenbluete als Ursache ausgemacht.
00:10:46:07,00:10:50:04,Vor einigen Tagen trieben wieder tote Fische in Oder-Kanaelen
00:10:50:08,00:10:52:01,auf polnischer Seite.
00:10:52:05,00:10:55:22,Die Sorge vor einer erneuten Umweltkatastrophe ist gross.
00:10:57:12,00:11:01:10,"Tote Fische im Gleiwitzer Kanal, samt Abzweigung in Schlesien."
00:11:01:14,00:11:04:19,"500 kg wurden bis Anfang dieser Woche gefunden,"
00:11:04:23,00:11:07:19,"darunter Stoere, Zander, Hechte."
00:11:07:24,00:11:11:12,Die Fische hatten keine Kiemenblaetter mehr.
00:11:12:05,00:11:15:02,Es gab Roetungen um die Flossen herum.
00:11:15:06,00:11:18:17,"Blut trat aus, wenn man die Kiemendeckel drueckte."
00:11:22:11,00:11:25:20,"Die polnische Regierung habe einen Krisenstab eingerichtet,"
00:11:25:24,00:11:28:08,berichtet die Umweltministerin.
00:11:28:24,00:11:32:14,Wir haben zum dritten Mal in diesem Jahr so ein Fischsterben.
00:11:32:18,00:11:34:10,Wir muessen uns vorbereiten.
00:11:34:14,00:11:38:04,"Kann sein, dass sich die Situation vom letzten Jahr wiederholt."
00:11:38:08,00:11:40:19,"Der Gleiwitzer Kanal fuehrt in die Oder,"
00:11:40:23,00:11:43:24,wo es 2022 zu massenhaftem Fischsterben kam.
00:11:44:03,00:11:46:17,"Das Gift der Goldalge, hoher Salzgehalt"
00:11:46:21,00:11:49:24,und hohe Temperaturen waren wohl die Gruende.
00:11:50:03,00:11:53:12,Das Salz stammt vermutlich aus dem polnischen Bergbau.
00:11:53:18,00:11:56:18,"Jetzt wird Sauerstoff in den Kanal geleitet,"
00:11:56:22,00:11:59:03,um die Wasserqualitaet zu verbessern.
00:11:59:07,00:12:03:04,Die deutschen und polnischen Behoerden wollen enger zusammenarbeiten.
00:12:03:08,00:12:05:02,"Ob das reicht, ist fraglich."
00:12:05:17,00:12:09:22,"Die Meldeketten wurden verbessert, die Messsysteme ueberarbeitet."
00:12:10:01,00:12:13:14,"Das hilft nichts, wenn ein erneutes Fischsterben auftritt."
00:12:13:18,00:12:15:10,"Das muss verhindert werden,"
00:12:15:14,00:12:19:04,dafuer sind Salzeinleitungen die entscheidende Stellschraube.
00:12:19:08,00:12:22:12,"Die Oder ist in diesem Jahr noch nicht betroffen,"
00:12:22:16,00:12:27:01,aber auch 2022 wurden erste tote Fische im Gleiwitzer Kanal gefunden.
00:12:29:02,00:12:31:11,Die deutsche Fussballnationalmannschaft
00:12:31:15,00:12:35:21,trifft morgen im vorletzten Testspiel vor der Sommerpause auf Polen.
00:12:36:00,00:12:38:01,Nach dem 3:3 gegen die Ukraine
00:12:38:05,00:12:41:06,steht das Team von Bundestrainer Flick unter Druck.
00:12:41:10,00:12:44:07,"Hinzu kommt, dass Champions-League-Sieger Guendogan"
00:12:44:11,00:12:47:06,"in Warschau nicht zur Verfuegung steht, so Flick."
00:12:47:10,00:12:51:05,Die ARD uebertraegt das Spiel morgen Abend ab 20.15 Uhr.
00:12:53:09,00:12:56:03,Angespannt. Von Lockerheit keine Spur.
00:12:57:07,00:13:00:22,"Jeder weiss, morgen muss ein gutes Ergebnis her."
00:13:02:19,00:13:05:12,Es geht weiter. Wir muessen aufstehen.
00:13:05:16,00:13:07:06,"Wir werden versuchen,"
00:13:07:10,00:13:11:07,"die Dinge zu verbessern, die wir verbessern muessen."
00:13:12:08,00:13:15:19,Das sind Defensive und Zweikampfverhalten.
00:13:17:05,00:13:19:08,In Sachen Personal und Taktik
00:13:19:12,00:13:22:23,wird Flick mit Can das Mittelfeld stabilisieren.
00:13:23:02,00:13:25:17,An der Dreierkette haelt er fest.
00:13:27:01,00:13:31:17,Musiala soll von Anfang an spielen.
00:13:31:19,00:13:33:02,"Genau wie Havertz,"
00:13:33:06,00:13:36:07,der das Unentschieden gegen die Ukraine rettete.
00:13:36:11,00:13:39:12,Sicher ist: Ter Stegen steht gegen Polen im Tor.
00:13:39:16,00:13:43:07,In Warschau steht die deutsche Mannschaft unter Druck.
00:13:43:11,00:13:46:13,"Ausgerechnet an dem Ort, an dem es 2012"
00:13:46:18,00:13:49:23,das schmerzhafte Halbfinal-Aus gegen Italien gab.
00:13:50:02,00:13:53:24,Ein Jahr vor der Heim-EM darf sich die DFB-Elf keine Bloesse geben.
00:13:54:03,00:13:57:14,Sonst wuerde die Arbeit von Hansi Flick infrage gestellt.
00:13:58:19,00:14:02:16,"Und nun die Wettervorhersage fuer morgen, Freitag, den 16. Juni."
00:14:04:01,00:14:07:21,Das Tief ueber dem Stettiner Haff sorgt im Osten fuer Regen.
00:14:08:00,00:14:09:17,Sonst meist trocken.
00:14:09:21,00:14:12:04,Heute Nacht klingen letzte Schauer ab.
00:14:12:08,00:14:15:06,Im Nordosten spaeter gebietsweise Regen.
00:14:16:08,00:14:20:13,Morgen im Suedwesten und Westen der meiste Sonnenschein.
00:14:20:20,00:14:22:22,Im Osten haeufig bewoelkt.
00:14:23:15,00:14:26:06,Dort Schauer und kraeftige Gewitter.
00:14:35:12,00:14:39:00,"Am Samstag aehnlich wie morgen, aber noch waermer."
00:14:39:03,00:14:42:24,"Sonntag im Nordosten Gewitterschauer, sonst viel Sonne."
00:14:43:03,00:14:46:06,"Ab dem Nachmittag von Suedwesten her mehr Wolken,"
00:14:46:10,00:14:49:24,die in der Nacht und am Montag Schauer und Gewitter bringen.
00:14:51:20,00:14:54:03,Die tagesthemen schauen um 22.15 Uhr
00:14:54:07,00:14:57:13,ins russische Belgorod nahe der ukrainische Grenze.
00:14:57:17,00:15:01:16,Die Menschen erleben hier immer staerker die Folgen des Krieges.
00:15:01:21,00:15:06:13,Und wir blicken auf das Gedenken an den DDR-Volksaufstand 1953.
00:15:06:20,00:15:09:23,Caren Miosga spricht mit der Bundesbeauftragten
00:15:10:02,00:15:12:04,fuer die Opfer der SED-Diktatur.
00:15:12:08,00:15:15:05,Ich wuensche Ihnen einen schoenen Abend.
